targetname,datetime,tdb_utc_offset,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,lighttime,range,range_rate
,iso_utc,s,m,m,m,m/s,m/s,m/s,s,m,m/s
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:26:50.818,69.18236464262009,15555763.998676809,-6305868.493102031,20148731.512409996,165.4477523322684,3768.761688742216,1077.100699195796,0.08747505520905718,26224361.814808954,19.46904949959976
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:27:50.818,69.18236464262009,15565072.384557728,-6079495.116748218,20212554.72731854,144.81828262333107,3776.9717621801215,1050.3407952103669,0.08747899535682305,26225543.041392565,19.90793754281111
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:28:50.818,69.18236464262009,15573142.736862449,-5852638.181028583,20274769.943938226,124.18014761927435,3784.880302136682,1023.501040266161,0.0874830231877815,26226750.55473602,20.345193916254317
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:29:50.818,69.18236464262009,15579974.586819667,-5625315.79505202,20335372.438354984,103.53505231239971,3792.4867404926476,996.5836712782834,0.08748713837183522,26227984.255878594,20.780782700007105
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:30:50.818,69.18236464262009,15585567.567947067,-5397546.101202033,20394357.621036902,82.8847013579899,3799.7905361661074,969.5909307778062,0.08749134057170967,26229244.04370798,21.214668137811234
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:31:50.818,69.18236464262009,15589921.416025963,-5169347.273513965,20451721.03716419,62.230798903926555,3806.791175137756,942.5250666810632,0.08749562944298656,26230529.81497011,21.646814640586094
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:32:50.818,69.18236464262009,15593035.969065797,-4940737.516050485,20507458.366945412,41.57504842062465,3813.488170472786,915.3883320587113,0.08750000463413724,26231841.4642794,22.077186789919857
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:33:50.818,69.18236464262009,15594911.16725827,-4711735.061276046,20561565.425919667,20.919152531423194,3819.881062339423,888.1829849046082,0.08750446578655742,26233178.88412897,22.505749341523362
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:34:50.818,69.18236464262009,15595547.052921535,-4482358.168430481,20614038.165245138,0.2648128434279774,3825.969418024092,860.9112879045598,0.0875090125346026,26234541.964901306,22.932467228672408
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:35:50.818,69.18236464262009,15594943.77043416,-4252625.121901471,20664872.671973504,-20.386270221251678,3831.7528319432777,833.5755082049553,0.08751364450562332,26235930.594879,23.357305565606147
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:36:50.818,69.18236464262009,15593101.566158853,-4022554.229596621,20714065.16931066,-41.03239759369047,3837.230925651988,806.1779171813063,0.08751836132000206,26237344.66025555,23.78022965090879
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:37:50.818,69.18236464262009,15590020.788356362,-3792163.821315111,20761612.016863536,-61.671871725873494,3842.4033478489473,778.7207902067919,0.08752316259119078,26238784.045146734,24.20120497086074
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:38:50.818,69.18236464262009,15585701.887089113,-3561472.2471189536,20807509.71087293,-82.30299675786863,3847.2697743784324,751.2064064207628,0.08752804792574818,26240248.631601844,24.620197202756025
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:39:50.818,69.18236464262009,15580145.41411497,-3330497.8757047164,20851754.88443248,-102.92407868440085,3851.8299082288277,723.63704849736,0.08753301692337856,26241738.29961527,25.03717221819752
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:40:50.818,69.18236464262009,15573352.02277099,-3099259.0927746887,20894344.307693865,-123.53342552090567,3856.0834795278593,696.015002414115,0.08753806917697127,26243252.92713826,25.45209608635692
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:41:50.818,69.18236464262009,15565322.467847127,-2867774.2994090784,20935274.888058063,-144.12934746889206,3860.0302455345654,668.3425572207414,0.08754320427264013,26244792.390090883,25.864935077206564
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:42:50.818,69.18236464262009,15556057.605450211,-2636061.910438573,20974543.67035264,-164.71015708070024,3863.669990627992,640.6220048080597,0.08754842178976414,26246356.562374156,26.27565566471894
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:43:50.818,69.18236464262009,15545558.392857995,-2404140.352817544,21012147.83699538,-185.27416942359903,3867.002526292622,612.855639677094,0.08755372130102886,26247945.315882403,26.68422453003816
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:44:50.818,69.18236464262009,15533825.888363285,-2172028.0639983555,21048084.708143942,-205.81970224318238,3870.027691100576,585.0457587084054,0.08755910237246803,26249558.520515822,27.090608564616048
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 00:45:50.818,69.18236464262009,15520861.251108382,-1939743.4903069537,21082351.741831623,-226.34507612604688,3872.7453506905545,557.1946609317088,0.08756456456350564,26251196.044193044,27.494774873317994
