targetname,datetime,tdb_utc_offset,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,lighttime,range,range_rate
,iso_utc,s,m,m,m,m/s,m/s,m/s,s,m,m/s
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:39:50.818,69.18236464262009,-15969022.057774609,3849882.544861866,-21275310.232875522,91.2760965924621,-3758.6072579123875,-717.9001239872957,0.08965803825358476,26878803.667500198,-24.34031771295516
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:40:50.818,69.18236464262009,-15962956.050521247,3624226.697852324,-21317597.388340406,110.93708290706495,-3763.209189530991,-691.6700572690434,0.08965312731359576,26877331.404729832,-24.73694938966729
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:41:50.818,69.18236464262009,-15955710.529203583,3398303.051150029,-21358309.063490048,130.59310641250502,-3767.533787877417,-665.3845546114577,0.08964813716175637,26875835.39484409,-25.13181065052421
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:42:50.818,69.18236464262009,-15947285.833601305,3172128.256908837,-21397441.98778827,150.24276513985674,-3771.58065286375,-639.0454706226459,0.08964306815523503,26874315.744919438,-25.52487302671026
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:43:50.818,69.18236464262009,-15937682.387629267,2945718.990746827,-21434993.002122067,169.88465658878644,-3775.3494024613933,-612.6546647063597,0.0896379206568916,26872772.563738503,-25.916108151053287
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:44:50.818,69.18236464262009,-15926900.699367007,2719091.9506612304,-21470959.059086435,189.51737780474562,-3778.839672748702,-586.2140009655859,0.08963269503525656,26871205.96178397,-26.30548775968046
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:45:50.818,69.18236464262009,-15914941.361083677,2492263.855940845,-21505337.22326354,209.13952545642303,-3782.051117958098,-559.7253481056512,0.08962739166451078,26869616.051232398,-26.69298369367577
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:46:50.818,69.18236464262009,-15901805.04925832,2265251.446074879,-21538124.671495754,228.74969591359417,-3784.983410522759,-533.1905793367501,0.08962201092446338,26868002.94594772,-27.078567900744055
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:47:50.818,69.18236464262009,-15887492.524595505,2038071.479659509,-21569318.69315321,248.34648532520163,-3787.6362411227615,-506.6115722759906,0.08961655320053111,26866366.761474986,-27.462212436869923
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:48:50.818,69.18236464262009,-15872004.63203611,1810740.733301928,-21598916.69039518,267.92848969768727,-3790.009318730754,-479.99020884891644,0.08961101888371595,26864707.615033623,-27.84388946798277
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:49:50.818,69.18236464262009,-15855342.30076366,1583276.0005211623,-21626916.178425513,287.49430497374874,-3792.1023706571355,-453.3283751904949,0.0896054083705832,26863025.625510897,-28.223571271625442
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:50:50.818,69.18236464262009,-15837506.544205664,1355694.0906462907,-21653314.785742495,307.04252711129357,-3793.9151425947075,-426.6279615455096,0.0895997220632388,26861320.913455185,-28.601230238617372
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:51:50.818,69.18236464262009,-15818498.460030347,1128011.827712139,-21678110.25438208,326.5717521627823,-3795.447398662791,-399.8908621684903,0.08959396036930656,26859593.60106899,-28.97683887472754
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:52:50.818,69.18236464262009,-15798319.230138596,900246.04935249,-21701300.440155696,346.0805763547911,-3796.6989214508594,-373.1189752230581,0.08958812370190476,26857843.81220211,-29.350369802344854
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:53:50.818,69.18236464262009,-15776970.120651102,672413.605690279,-21722883.312881667,365.56759616797694,-3797.669512061581,-346.31420268070974,0.0895822124796233,26856071.672344554,-29.72179576214988
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:54:50.818,69.18236464262009,-15754452.481890695,444531.35822556645,-21742856.956610627,385.03140841729476,-3798.3589901533546,-319.47845021906255,0.08957622712649885,26854277.308619376,-30.091089614792363
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:55:50.818,69.18236464262009,-15730767.748359844,216616.17872083504,-21761219.569844827,404.47061033255045,-3798.767193982277,-292.61362711953,0.08957016807199122,26852460.84977538,-30.458224342565757
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:56:50.818,69.18236464262009,-15705917.438713355,-11315.051916186922,-21777969.4657512,423.88379963927014,-3798.8939804435436,-265.7216461644329,0.0895640357509589,26850622.42617984,-30.823173051086385
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:57:50.818,69.18236464262009,-15679903.155726181,-239245.44475230787,-21793105.072368395,443.2695746399038,-3798.7392251122787,-238.80442353352794,0.08955783060363383,26848762.16981103,-31.185908970974467
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:58:50.818,69.18236464262009,-15652726.586256271,-467158.1039506299,-21806624.932807364,462.62653429529104,-3798.30282228378,-211.8638787000037,0.08955155307559642,26846880.214250527,-31.546405459534846
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 06:59:50.818,69.18236464262009,-15624389.50120272,-695036.1278953499,-21818527.705445934,481.95327830653116,-3797.584685013185,-184.90193432584053,0.08954520361774998,26844976.69467577,-31.90463600244153
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:00:50.818,69.18236464262009,-15594893.755458772,-922862.6103184393,-21828812.164116867,501.2484071970994,-3796.584745154513,-157.92051615661745,0.0895387826862947,26843051.747852124,-32.260574215424334
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:01:50.818,69.18236464262009,-15564241.287860028,-1150620.6414288278,-21837477.198289696,520.5105223953466,-3795.302953399111,-130.92155291574664,0.08953229074270136,26841105.512125082,-32.614193845953686
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:02:50.818,69.18236464262009,-15532434.121127652,-1378293.3090438829,-21844521.81324623,539.7382263172899,-3793.7392793134723,-103.90697619808738,0.08952572825368506,26839138.127412286,-32.96546877493209
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:03:50.818,69.18236464262009,-15499474.361806566,-1605863.6997230272,-21849945.130249493,558.9301224497228,-3791.893711376429,-76.87872036298238,0.08951909569117796,26837149.735195447,-33.314373018382696
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:04:50.818,69.18236464262009,-15465364.200198721,-1833314.8999037005,-21853746.386706494,578.0848154336865,-3789.7662570156886,-49.83872242669661,0.08951239353230231,26835140.47851221,-33.66088072914283
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:05:50.818,69.18236464262009,-15430105.910291262,-2060629.9970394422,-21855924.93632421,597.2009111482424,-3787.3569426437152,-22.78892195424224,0.08950562225934255,26833110.501947824,-34.00496619855863
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:06:50.818,69.18236464262009,-15393701.849679735,-2287792.080740086,-21856480.249259308,616.2770167945749,-3784.665813692968,4.268739049394006,0.08949878235971773,26831059.951626826,-34.346603858178874
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:07:50.818,69.18236464262009,-15356154.459486213,-2514784.2439139634,-21855411.912261173,635.3117409804389,-3781.692934650453,31.332316248610177,0.08949187432595275,26828988.975204468,-34.68576828145319
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:08:50.818,69.18236464262009,-15317466.26427226,-2741589.58391251,-21852719.628808413,654.3036938049269,-3778.4383890915597,58.39986308722499,0.0894848986556502,26826897.72185827,-35.02243418542974
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:09:50.818,69.18236464262009,-15277639.871946977,-2968191.2036763593,-21848403.219238825,673.2514869435639,-3774.902279713248,85.46943089904603,0.08947785585146117,26824786.342279244,-35.35657643245632
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:10:50.818,69.18236464262009,-15236677.973669706,-3194572.212883806,-21842462.62087247,692.153733733731,-3771.0847283664834,112.53906901912134,0.08947074642105592,26822654.988663066,-35.68817003188108
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:11:50.818,69.18236464262009,-15194583.34374785,-3420715.729101006,-21834897.8881283,711.0090492604334,-3766.985876087978,139.60682489557465,0.08946357087709433,26820503.814701322,-36.01719014175553
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:12:50.818,69.18236464262009,-15151358.83952931,-3646604.878934172,-21825709.19263393,729.8160504423912,-3762.6058831311707,166.67074420208735,0.08945632973719576,26818332.975572404,-36.343612070540125
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:13:50.818,69.18236464262009,-15107007.401289847,-3872222.799183466,-21814896.823328663,748.5733561184594,-3757.94492899649,193.7288709509854,0.08944902352390889,26816142.627932467,-36.6674112788067
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:14:50.818,69.18236464262009,-15061532.052115275,-4097552.6379988156,-21802461.18655967,767.2795871343749,-3753.003212460831,220.77924760698255,0.08944165276468091,26813932.9299062,-36.988563380948825
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:15:50.818,69.18236464262009,-15014935.897778448,-4322577.556037245,-21788402.806171477,785.9333664298359,-3747.780951606287,247.81991520151024,0.08943421799182666,26811704.041077547,-37.30704414688586
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:16:50.818,69.18236464262009,-14967222.12661083,-4547280.727622351,-21772722.323588353,804.5333191259235,-3742.2783838480655,274.8489134477533,0.08942671974249702,26809456.12248031,-37.622829503776224
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:17:50.818,69.18236464262009,-14918394.009369077,-4771645.3419049885,-21755420.49788984,823.0780726128559,-3736.495765961644,301.8642808562429,0.08941915855864717,26807189.336588576,-37.93589553772227
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:18:50.818,69.18236464262009,-14868454.89909618,-4995654.604025731,-21736498.20587961,841.5662566380236,-3730.433374109081,328.864054851147,0.08941153498700513,26804903.847307272,-38.246218495486836
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:19:50.818,69.18236464262009,-14817408.230977304,-5219291.736278854,-21715956.44214676,859.9965033944195,-3724.091503864533,355.84627188715496,0.08940384957903842,26802599.819962204,-38.55377478620084
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:20:50.818,69.18236464262009,-14765257.522190413,-5442539.979277962,-21693796.319120653,878.3674476093469,-3717.470470238912,382.8089675670524,0.0893961028909222,26800277.421290476,-38.85854098307764
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:21:50.818,69.18236464262009,-14712006.3717515,-5665382.593122694,-21670019.067118276,896.6777266334728,-3710.570607703721,409.75017675987107,0.08938829548350544,26797936.819430403,-39.16049382512647
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:22:50.818,69.18236464262009,-14657658.460354457,-5887802.858567395,-21644626.034384772,914.925980530213,-3703.392270213986,436.66793371976684,0.08938042792227832,26795578.183911648,-39.45961021886745
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:23:50.818,69.18236464262009,-14602217.550205557,-6109784.078190574,-21617618.687126502,933.1108521654121,-3695.9358312303543,463.5602722054691,0.08937250077733733,26793201.68564487,-39.75586724004216
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:24:50.818,69.18236464262009,-14545687.484852627,-6331309.577566069,-21588998.60953733,951.2309872973871,-3688.201683740273,490.425225600418,0.08936451462335236,26790807.49691175,-40.04924213533547
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:25:50.818,69.18236464262009,-14488072.189008748,-6552362.706435195,-21558767.50381726,969.2850346672402,-3680.190240278277,517.2608270335404,0.08935647003953139,26788395.791354485,-40.339712324085774
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:26:50.818,69.18236464262009,-14429375.66837052,-6772926.83988009,-21526927.19018416,987.2716460895286,-3671.9019329453517,544.0651095006384,0.08934836760958617,26785966.74396542,-40.627255400001246
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:27:50.818,69.18236464262009,-14369602.009430826,-6992985.379498686,-21493479.606877804,1005.189476543262,-3663.3372134273536,570.8361059865247,0.08934020792169635,26783520.531076424,-40.91184913287801
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:28:50.818,69.18236464262009,-14308755.37928637,-7212521.754579666,-21458426.81015707,1023.037184263135,-3654.4965530125137,597.571849587648,0.08933199156847507,26781057.33034842,-41.19347147031894
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:29:50.818,69.18236464262009,-14246840.02543931,-7431519.4232799355,-21421770.974289235,1040.813430831195,-3645.380442607937,624.2703736355528,0.0893237191469322,26778577.32076047,-41.47210053944105
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:30:50.818,69.18236464262009,-14183860.275593866,-7649961.873801498,-21383514.391532257,1058.5168812686934,-3635.9893927551657,650.9297118208082,0.08931539125843865,26776080.68259905,-41.74771464860056
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:31:50.818,69.18236464262009,-14119820.537447035,-7867832.625570252,-21343659.47210929,1076.1462041283082,-3626.323933644727,677.5478983177053,0.08930700850868942,26773567.59744692,-42.02029228910239
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:32:50.818,69.18236464262009,-14054725.298473882,-8085115.230415698,-21302208.744175885,1093.7000715867161,-3616.384615129661,704.122967909595,0.08929857150766722,26771038.248172324,-42.289812136920766
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:33:50.818,69.18236464262009,-13988579.125707362,-8301793.273750436,-21259164.85377965,1111.1771595373357,-3606.1720067380784,730.6529561147806,0.08929008086960485,26768492.818917606,-42.55625305441067
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:34:50.818,69.18236464262009,-13921386.66551242,-8517850.375751495,-21214530.564812206,1128.576147683505,-3595.686697684618,757.1358993131616,0.08928153721294774,26765931.49508808,-42.81959409202395
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:35:50.818,69.18236464262009,-13853152.643354582,-8733270.192541722,-21168308.758953635,1145.8957196318663,-3584.929296880893,783.5698348734763,0.0892729411603163,26763354.4633406,-43.079814490024624
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:36:50.818,69.18236464262009,-13783881.863563012,-8948036.417371545,-21120502.435609307,1163.1345629860432,-3573.9004329448894,809.9528012811433,0.0892642933384671,26760761.911572088,-43.336893680193704
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:37:50.818,69.18236464262009,-13713579.209087651,-9162132.781802254,-21071114.71183887,1180.2913694406989,-3562.6007542091934,836.2828382668679,0.08925559437825502,26758154.02890807,-43.5908112875546
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:38:50.818,69.18236464262009,-13642249.641251057,-9375543.056888534,-21020148.822277587,1197.3648348757495,-3551.030928728229,862.5579869357541,0.08924684491459366,26755531.005690824,-43.84154713207351
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:39:50.818,69.18236464262009,-13569898.199494326,-9588251.054362226,-20967608.119049996,1214.3536594509453,-3539.191644284317,888.7762898971393,0.0892380455864162,26752893.033467773,-44.08908123037252
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:40:50.818,69.18236464262009,-13496530.001117473,-9800240.627816044,-20913496.071675565,1231.256547700696,-3527.083608392608,914.9357913950274,0.08922919703663627,26750240.3049795,-44.333393797439456
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:41:50.818,69.18236464262009,-13422150.241014104,-10011495.67388757,-20857816.266966745,1248.0722086291576,-3514.707548304917,941.0345374391601,0.08922029991210717,26747573.01414779,-44.57446524832748
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:42:50.818,69.18236464262009,-13346764.191400254,-10222000.133443765,-20800572.408918835,1264.7993558056237,-3502.0642110123085,967.0705759367593,0.08921135486358223,26744891.356063582,-44.81227619987486
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:43:50.818,69.18236464262009,-13270377.201537633,-10431737.99276519,-20741768.31859225,1281.436707460142,-3489.154363246608,993.0419568248367,0.08920236254567394,26742195.526974726,-45.04680747239219
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:44:50.818,69.18236464262009,-13192994.697451139,-10640693.284730151,-20681407.93398665,1297.9829865793831,-3475.9787914806557,1018.9467322031227,0.0891933236168129,26739485.72427377,-45.27804009137354
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:45:50.818,69.18236464262009,-13114622.18164037,-10848850.089999864,-20619495.309906963,1314.4369210028299,-3462.5383019273468,1044.782956467745,0.08918423873920626,26736762.14648547,-45.505955289191355
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:46:50.818,69.18236464262009,-13035265.232785821,-11056192.538201874,-20556034.61782173,1330.7972435190884,-3448.8337205374974,1070.548686445323,0.08917510857879683,26734024.99325441,-45.73053450679476
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:47:50.818,69.18236464262009,-12954929.505448667,-11262704.809114987,-20491030.14571298,1347.0626919626122,-3434.86589299641,1096.2419815278658,0.08916593380522017,26731274.46533227,-45.951759395405084
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:48:50.818,69.18236464262009,-12873620.72976543,-11468371.133852525,-20424486.2979183,1363.2320093104643,-3420.6356847192255,1121.8609038081381,0.08915671509176276,26728510.76456525,-46.16961181820582
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:49:50.818,69.18236464262009,-12791344.711136209,-11673175.796046415,-20356407.594964575,1379.3039437794973,-3406.1439808449813,1147.4035182157409,0.08914745311531912,26725734.093881257,-46.38407385203191
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:50:50.818,69.18236464262009,-12708107.329907503,-11877103.133030105,-20286798.673393637,1395.2772489236286,-3391.3916862293777,1172.8678926537093,0.08913814855634888,26722944.657276984,-46.595127789052874
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:51:50.818,69.18236464262009,-12623914.541049032,-12080137.53702128,-20215664.285579685,1411.150683731378,-3376.3797254362457,1198.252098135761,0.08912880209883343,26720142.659804814,-46.80275613846582
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:52:50.818,69.18236464262009,-12538772.373824697,-12282263.456303962,-20143009.299538516,1426.9230127236333,-3361.1090427277013,1223.5542089240828,0.08911941443023208,26717328.30755994,-47.00694162816003
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:53:50.818,69.18236464262009,-12452686.931457587,-12483465.396410419,-20068838.698728193,1442.5930060516066,-3345.5806020529185,1248.7723026678143,0.08910998624143826,26714501.80766695,-47.207667206402256
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:54:50.818,69.18236464262009,-12365664.390789406,-12683727.921301298,-19993157.5818419,1458.159439594965,-3329.7953870356087,1273.9044605419292,0.08910051822673483,26711663.36826663,-47.404916043509964
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:55:50.818,69.18236464262009,-12277711.00193352,-12883035.654546427,-19915971.162591863,1473.621095060224,-3313.7544009600538,1298.9487673868998,0.08909101108374966,26708813.198502563,-47.598671533512665
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:56:50.818,69.18236464262009,-12188833.087922707,-13081373.280503204,-19837284.769485403,1488.976760079218,-3297.4586667558538,1323.9033118487475,0.08908146551341065,26705951.50850762,-47.78891729581958
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:57:50.818,69.18236464262009,-12099037.04435039,-13278725.545495227,-19757103.84559217,1504.225228307856,-3280.9092269811417,1348.7661865197786,0.08907188221989999,26703078.50939032,-47.9756371768809
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:58:50.818,69.18236464262009,-12008329.339006325,-13475077.258989327,-19675433.948303085,1519.3652995249934,-3264.1071438044796,1373.5354880798218,0.08906226191060887,26700194.41322121,-48.15881525184048
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 07:59:50.818,69.18236464262009,-11916716.511506265,-13670413.294771412,-19592280.749080863,1534.3957797314577,-3247.0534989852667,1398.209317438013,0.08905260529609105,26697299.433018945,-48.33843582618532
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:00:50.818,69.18236464262009,-11824205.172915617,-13864718.592121394,-19507650.03320188,1549.3154812492558,-3229.749393852715,1422.7857798751522,0.08904291309001684,26694393.782736517,-48.51448343739412
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:01:50.818,69.18236464262009,-11730802.005367205,-14057978.15698658,-19421547.69948955,1564.1232228209192,-3212.195949283328,1447.2629851865595,0.08903318600912645,26691477.67724723,-48.686942856574305
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:02:50.818,69.18236464262009,-11636513.76167307,-14250177.063153608,-19333979.76003917,1578.817829708979,-3194.39430567693,1471.6390478254625,0.08902342477318256,26688551.3323305,-48.8557990901036
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:03:50.818,69.18236464262009,-11541347.26493016,-14441300.453419473,-19244952.33993385,1593.398133795599,-3176.3456229311423,1495.9120870469583,0.08901363010492354,26685614.964657824,-49.021037381240795
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:04:50.818,69.18236464262009,-11445309.408120332,-14631333.540759884,-19154471.67695237,1607.8629736822709,-3158.0510804143883,1520.0802270523711,0.08900380273001528,26682668.79177838,-49.18264321177411
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:05:50.818,69.18236464262009,-11348407.153704144,-14820261.609497018,-19062544.121267814,1622.211194789692,-3139.5118769373435,1544.14159713422,0.08899394337700348,26679713.032104686,-49.340602303623605
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:06:50.818,69.18236464262009,-11250647.533208592,-15008070.016465057,-18969176.13513764,1636.4416494577024,-3120.7292307228054,1568.0943318216355,0.08898405277726536,26676747.904898103,-49.49490062044842
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:07:50.818,69.18236464262009,-11152037.646809066,-15194744.192173824,-18874374.292585194,1650.5531970453371,-3101.704379374038,1591.9365710262525,0.0889741316649609,26673773.630254265,-49.64552436926358
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:08:50.818,69.18236464262009,-11052584.66290525,-15380269.641970482,-18778145.27907236,1664.544704030934,-3082.4385798415233,1615.6664601885725,0.08896418077698412,26670790.42908844,-49.79246000202817
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:09:50.818,69.18236464262009,-10952295.817690786,-15564631.947199482,-18680495.891163222,1678.4150441123643,-3062.9331083880647,1639.2821504248284,0.0889542008529135,26667798.523120638,-49.93569421723951
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:10:50.818,69.18236464262009,-10851178.414717292,-15747816.766359827,-18581433.03617924,1692.1630983072757,-3043.189260552351,1662.7817986742443,0.08894419263496262,26664798.13486094,-50.07521396151318
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:11:50.818,69.18236464262009,-10749239.824452082,-15929809.836260777,-18480963.73184529,1705.787755053434,-3023.2083511108212,1686.1635678468044,0.08893415686793023,26661789.487594377,-50.21100643116146
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:12:50.818,69.18236464262009,-10646487.48382997,-16110596.973174445,-18379095.105927058,1719.2879103090784,-3002.9917140379143,1709.4256269713774,0.08892409429914991,26658772.80536594,-50.34305907376184
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:13:50.818,69.18236464262009,-10542928.89579897,-16290164.073986884,-18275834.39585927,1732.6624676533463,-2982.5407024646424,1732.5661513443633,0.0889140056784398,26655748.31296542,-50.47135958971099
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:14:50.818,69.18236464262009,-10438571.628860192,-16468497.117345612,-18171188.94836535,1745.9103383866743,-2961.856688635491,1755.5833226786312,0.0889038917580517,26652716.23591226,-50.59589593378418
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:15:50.818,69.18236464262009,-10333423.316601539,-16645582.164805207,-18065166.21906779,1759.030441631249,-2940.9410638636373,1778.4753292529497,0.08889375329261974,26649676.800440066,-50.71665631667112
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:16:50.818,69.18236464262009,-10227491.657225221,-16821405.361970127,-17957773.772089615,1772.02170443146,-2919.7952384843998,1801.2403660617872,0.08888359103910906,26646630.23348128,-50.83362920651449
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:17:50.818,69.18236464262009,-10120784.413069658,-16995952.93963432,-17849019.27964714,1784.8830618543197,-2898.4206418070453,1823.8766349654381,0.0888734057567642,26643576.762651693,-50.94680333043118
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:18:50.818,69.18236464262009,-10013309.410125002,-17169211.21491813,-17738910.521633316,1797.6134570898844,-2876.8187220647856,1846.3823448405635,0.08886319820705689,26640516.616234787,-51.056167676029865
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:19:50.818,69.18236464262009,-9905074.537542827,-17341166.592402194,-17627455.385192238,1810.2118415516252,-2854.990946363062,1868.75571173107,0.08885296915363368,26637450.023166038,-51.161711492918236
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:20:50.818,69.18236464262009,-9796087.74713963,-17511805.565258056,-17514661.864284635,1822.6771749767893,-2832.9388006260265,1890.994958999306,0.08884271936226353,26634377.21301717,-51.26342429419302
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:21:50.818,69.18236464262009,-9686357.052894667,-17681114.716375448,-17400538.059244134,1835.0084255266322,-2810.663789541274,1913.0983174775924,0.08883244960078444,26631298.415980276,-51.36129585793009
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:22:50.818,69.18236464262009,-9575890.530441178,-17849080.719486523,-17285092.176324528,1847.204569886693,-2788.1674365027197,1935.0640256200843,0.08882216063905057,26628213.86285182,-51.455316228664095
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:23:50.818,69.18236464262009,-9464696.316552298,-18015690.340286296,-17168332.52723797,1859.2645933668687,-2765.451283551731,1956.8903296548865,0.08881185324887884,26625123.78501668,-51.54547571883984
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:24:50.818,69.18236464262009,-9352782.608620368,-18180930.437549543,-17050267.52868379,1871.1874900014982,-2742.516891316368,1978.5754837364875,0.08880152820399455,26622028.414431836,-51.631764910273546
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:25:50.818,69.18236464262009,-9240157.664130626,-18344787.96424424,-16930905.70186852,1882.9722626492742,-2719.3658389488087,2000.1177500984445,0.08879118627997765,26618927.98361038,-51.71417465559812
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:26:50.818,69.18236464262009,-9126829.800128754,-18507249.968640834,-16810255.672016397,1894.617923093054,-2695.9997240609255,2021.5153992063267,0.08878082825420862,26615822.725605045,-51.79269607968856
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:27:50.818,69.18236464262009,-9012807.392682564,-18668303.59541781,-16688326.167871045,1906.123492139542,-2672.4201626579866,2042.766709910864,0.08877045490581309,26612712.87399187,-51.86732058107195
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:28:50.818,69.18236464262009,-8898098.876337374,-18827936.086763266,-16565126.02118759,1917.4879997188536,-2648.6287890704402,2063.8699696013878,0.0887600670156075,26609598.662853703,-51.938039833355006
NAVSTAR-68 (spacecraft) (-139166,2025-10-01 08:29:50.818,69.18236464262009,-8782712.74356594,-18986134.78347219,-16440664.166215826,1928.710484983854,-2624.62725588386,2084.8234743593976,0.08874966536604352,26606480.32676366,-52.00484578659291
